TAXON_ERRORS;TAXON_NEW;Included in ERL 2024
Xylocopa iris iris;Xylocopa iris;Yes
Xylocopa iris uclesiensis;Xylocopa iris;Yes
Xylocopa lateritia;Xylocopa lateritia;No
Xylocopa nigrita;Xylocopa nigrita;Yes
Xylocopa nitidiventris;Xylocopa nitidiventris;No
Xylocopa olivacea;Xylocopa olivacea;No
Xylocopa olivieri;Xylocopa olivieri;Yes
Xylocopa olivieri ;Xylocopa olivieri;Yes
Xylocopa parviceps;Xylocopa parviceps;No
Xylocopa pavlovskyi;Xylocopa pavlovskyi;No
Xylocopa povolnji;Xylocopa povolnji;No
Xylocopa pubescens;Xylocopa pubescens;Yes
Xylocopa pubescens ;Xylocopa pubescens;Yes
Xylocopa pubescens bengasinensis;Xylocopa pubescens;Yes
Xylocopa rogenhoferi;Xylocopa rogenhoferi;No
Xylocopa rufa;Xylocopa rufa;No
Xylocopa rufipes;Xylocopa rufipes;No
Xylocopa sarawatica;Xylocopa sarawatica;No
Xylocopa senior;Xylocopa senior;No
Xylocopa snizeki;Xylocopa snizeki;No
Xylocopa sp.;-;No
Xylocopa sulcatipes;Xylocopa sulcatipes;No
Xylocopa sumatrensis;Xylocopa sumatrensis;No
Xylocopa tegularis;Xylocopa tegularis;No
Xylocopa tenuiscapa;Xylocopa tenuiscapa;No
Xylocopa tranquebarorum;Xylocopa tranquebarorum;No
Xylocopa turanica;Xylocopa turanica;No
Xylocopa valga;Xylocopa valga;Yes
Xylocopa valga ;Xylocopa valga;Yes
Xylocopa varentzowi;Xylocopa varentzowi;No
Xylocopa versicolor;Xylocopa versicolor;No
Xylocopa violacea;Xylocopa violacea;Yes
Xylocopa violacea ;Xylocopa violacea;Yes
Xylocopa violaceae;Xylocopa violacea;Yes
Xylocopa virginica;Xylocopa virginica;Yes
Xylocopa zonata;Xylocopa zonata;No
?helostoma distinctum;Chelostoma distinctum;Yes
Bombus terrestris_complex;-;No
Halictus compressus/langobardicus/simplex;-;No
Hylaeus  signatus;Hylaeus signatus;Yes
Bombus cf. ruderatus;-;No
Andrena aff. erythrocnemis;-;No
Osmia leaiana/melanogaster;-;No
Hylaeus  euryscapus;Hylaeus euryscapus;Yes
Pseudanthidium lituratum;Pseudoanthidium nanum;Yes
Nomada (distinguenda);-;No
Andrena cf. impunctata;-;No
Hylaeus  gredleri;Hylaeus gredleri;Yes
Apis Mellifera;Apis mellifera;Yes
Andreana croceiventris;Andrena croceiventris;Yes
Sphecodes spinolosus;Sphecodes spinulosus;Yes
Seladonia vestita;Seladonia vestita;Yes
Nomioides minutissimum;Nomioides minutissimus;Yes
Doufourea halictula;Dufourea halictula;Yes
Hylaeus nigrita;Hylaeus nigritus;Yes
To be verified;-;No
Rhodanthtidium septemdentatum;Rhodanthidium septemdentatum;Yes
Rhodanthtidium siculum;Rhodanthidium siculum;Yes
Icteranthidium grohanni;Icteranthidium grohmanni;Yes
Rhodanthtidium sticticum;Rhodanthidium sticticum;Yes
Lithurgus conutus;Lithurgus cornutus;Yes
Osmia vidua;Osmia signata;Yes
Osmia scutispina;Osmia scutispina;No
Osmia lhotelleriei;Osmia lhotelleriei;No
Osmia andernoides;Osmia andrenoides;Yes
Nomada astroscutellaris;Nomada atroscutellaris;Yes
Nomada sabulosa;Nomada sabulosa;Yes
Nomada tridentilabris;Nomada carnifex;Yes
Tetralonia ruficornis;Tetralonia ruficornis;Yes
Anhtophora dispar;Anthophora dispar;Yes
Amegilla albida;Amegilla albigena;Yes
Amegilla bimaculata;Anthophora bimaculata;Yes
Bombus wurfleni;Bombus wurflenii;Yes
Ceratina dallatoreana;Ceratina dallatorreana;Yes
Lasioglossum transitomium;Lasioglossum transitorium;Yes
Bombus terrestris/lucorum;-;No
Clioxys elongata;Coelioxys elongatus;Yes
Clioxys inermis;Coelioxys inermis;Yes
Clioxys mandibularis;Coelioxys mandibularis;Yes
Clioxys rufescens;Coelioxys rufescens;Yes
Hylaeus gredleri/brevicornis;-;No
Lasioglossum ludiculum;Lasioglossum lucidulum;Yes
Apis melifera;Apis mellifera;Yes
Lasioglossum sextrigatum;Lasioglossum sexstrigatum;Yes
Macropis europeae;Macropis europaea;Yes
Specodes ephihippius;Sphecodes ephippius;Yes
Sphecodes epihippius;Sphecodes ephippius;Yes
Bombus terrestris group;-;No
Lasioglussum minutissimum;Lasioglossum minutissimum;Yes
Tetralonia ;-;No
Aglae caerulea;Aglae caerulea;No
Amegilla  candens;Amegilla fasciata;Yes
Amegilla  ochroleuca;Amegilla ochroleuca;Yes
Amegilla  salviae;Amegilla salviae;Yes
Andrena (Andrena);-;No
Andrena (Ulandrena);-;No
Andrena alutacae;Andrena alutacea;Yes
Andrena bl thgeni;Andrena bimaculata;Yes
Andrena clypeata;Andrena brumanensis;Yes
Andrena cremobia;Andrena eremobia;No
Andrena elsei;Andrena elsei;No
Andrena morio morio;Andrena morio;Yes
Andrena nigroaenaea;Andrena nigroaenea;Yes
Andrena ovatula-group;-;No
Andrena pandallei;Andrena pandellei;Yes
Andrena Proxima;Andrena proxima;Yes
Andrena sabulosa;Andrena scotica;Yes
Andrena schenckii;Andrena schencki;Yes
Andrena spinigera;Andrena trimmerana;Yes
Andrena viridiscens;Andrena viridescens;Yes
Andrena wickella;Andrena wilkella;Yes
Andrenidae;-;No
Anthidiini;-;No
Anthidium  afrum;Icteranthidium afrum;No
Anthidium  breviusculum;Anthidiellum breviusculum;Yes
Anthidium  breviusculum palaestinense;Anthidiellum breviusculum;Yes
Anthidium  breviusculum troodicum;Anthidiellum breviusculum;Yes
Anthidium  byssina;Trachusa byssina;Yes
Anthidium  carduele malacopygum;Afranthidium carduele;Yes
Anthidium  caturigense;Rhodanthidium caturigense;Yes
Anthidium  cingulatum;Anthidium cingulatum;Yes
Anthidium  diadema;Anthidium diadema;Yes
Anthidium  dumerlei;Trachusa dumerlei;Yes
Anthidium  eximium;Pseudoanthidium eximium;Yes
Anthidium  ferrugineum;Icteranthidium ferrugineum;Yes
Anthidium  ferrugineum discoidale;Icteranthidium ferrugineum;Yes
Anthidium  florentinum;Anthidium florentinum;Yes
Anthidium  grohmanni;Icteranthidium grohmanni;Yes
Anthidium  infuscatum;Rhodanthidium infuscatum;Yes
Anthidium  laeviventre;Trachusa laeviventris;Yes
Anthidium  laeviventre pubescens;Trachusa laeviventris;Yes
Anthidium  laterale;Icteranthidium laterale;Yes
Anthidium  laterale scutellare;Icteranthidium laterale;Yes
Anthidium  latreillei;Icteranthidium grohmanni;Yes
Anthidium  lituratum;Pseudoanthidium nanum;Yes
Anthidium  lituratum cribatum;Pseudoanthidium nanum;Yes
Anthidium  loti;Anthidium loti;Yes
Anthidium  manicatum;Anthidium manicatum;Yes
Anthidium  melanurum;Pseudoanthidium melanurum;Yes
Anthidium  montanum;Anthidium montanum;Yes
Anthidium  nigricolle;Pseudoanthidium melanurum;Yes
Anthidium  oblongatum;Anthidium oblongatum;Yes
Anthidium  punctanum;Anthidium punctatum;Yes
Anthidium  punctanum ?;-;No
Anthidium  reticulatum;Pseudoanthidium reticulatum;Yes
Anthidium  rhombiferum;Pseudoanthidium rhombiferum;No
Anthidium  rufocintum;Rhodanthidium rufocinctum;Yes
Anthidium  scapulare;Pseudoanthidium scapulare;Yes
Anthidium  schulthessi;Afranthidium schulthessii;Yes
Anthidium  septemdentatum;Rhodanthidium septemdentatum;Yes
Anthidium  septemdentatum faciale;Rhodanthidium septemdentatum;Yes
Anthidium  septemspinosum;Anthidium septemspinosum;Yes
Anthidium  siculum;Rhodanthidium siculum;Yes
Anthidium  spiniventre melanopygum;Anthidium spiniventre;Yes
Anthidium  sticticum;Rhodanthidium sticticum;Yes
Anthidium  strigatum;Anthidiellum strigatum;Yes
Anthidium  strigatum contractum;Anthidiellum strigatum;Yes
Anthidium  strigatum luteum;Anthidiellum strigatum;Yes
Anthidium  teaniatum;Anthidium taeniatum;Yes
Anthidium  tenellum;Pseudoanthidium tenellum;Yes
Anthidium  undulatiforme;Anthidium undulatiforme;Yes
Anthidium  undulatum;Anthidium undulatum;Yes
Anthidium  undulatum holozonicum;Anthidium undulatum;Yes
Anthidium (Anthidium) cingulatum ;Anthidium cingulatum;Yes
Anthidium melanopygum;Anthidium melanopygum;No
Anthidium reticulatum;Pseudoanthidium reticulatum;Yes
Anthiidum florentinum;Anthidium florentinum;Yes
Anthocopa mocsaryi;Hoplitis mocsaryi;Yes
Anthocopa papaveris;Hoplitis papaveris;Yes
Anthophila;-;No
Anthophora caucasica cf.;-;No
Anthophora cinereus;Anthophora cincrea;Yes
Anthophora rubricrus;Anthophora rubricrus;No
Anthophora tibialis aff.;-;No
Apidae;-;No
Apinae;-;No
APOIDEA ANDRENIDAE;-;No
APOIDEA MEGACHILIDAE;-;No
Bellanthidium infuscatum;Rhodanthidium infuscatum;Yes
Bombus;-;No
Bombus (Psithyrus) bohemicus;Bombus bohemicus;Yes
Bombus (Psithyrus) rupestris;Bombus rupestris;Yes
Bombus (Psithyrus) sylvestris;Bombus sylvestris;Yes
Bombus (Psithyrus) vestalis;Bombus vestalis;Yes
Bombus maxillosus;Bombus barbutellus;Yes
bombus pratorum;Bombus pratorum;Yes
Bombus soroensis;Bombus soroeensis;Yes
Bombus terrestris/lucorum/cryptarum;-;No
Bombus veteranus, confusus, distinguendus privi di dati;-;No
Camptopoeum frontale sacrum;Camptopoeum frontale;Yes
Ceratina;-;No
Chalicodoma (Chalicodoma);-;No
Chalicodoma hungarica;Megachile hungarica;Yes
Chalicodoma roeweri;Megachile roeweri;Yes
Chelostoma cantabrica;Chelostoma distinctum;Yes
Chelostoma florisomme;Chelostoma florisomne;Yes
Clisodon  furcatus;Anthophora furcata;Yes
Clisodon furcatus;Anthophora furcata;Yes
Clisodon furcatus ;Anthophora furcata;Yes
Colletes lebedewi;Colletes maidli;Yes
Dactylurina schmidti;Dactylurina schmidti;No
Dactylurina staudingeri;Dactylurina staudingeri;No
Dasypoda;-;No
Dioxoides tridentata;Aglaoapis tridentata;Yes
Dioxys cincta ;Dioxys cincta;Yes
Ecera nigrescens;Eucera nigrescens;Yes
Eoanthidium judaeense;Eoanthidium pasteelsi;Yes
Epeolus tristis;Triepeolus tristis;Yes
Epicharis sp.;-;No
Epiclopus gayi;Epiclopus gayi;No
Eremaphanta convolvuli;Eremaphanta convolvuli;No
Eucera ebmeri/ parnassia;-;No
Eucera major;Eucera major;No
Eucera multesima;Eucera multesima;No
Eucera parnassia/ ebmeri;-;No
Eucera rhodia;Eucera rhodia;No
Eucera sinufascia;Eucera penicillata;Yes
Eucera subtilis;Eucera subtilis;No
Euglossa imperialis;Euglossa imperialis;No
Eulaema bombiformis;Eulaema bombiformis;No
Eulaema cingulata;Eulaema cingulata;No
Eulaema meriana;Eulaema meriana;No
Eulaema mocsaryi;Eulaema mocsaryi;No
Eulaema polyzona;Eulaema polyzona;No
Eulaema seabrai;Eulaema seabrai;No
Eulaema speciosa;Eulaema speciosa;No
Euleama cfr. polychroma;-;No
Euleama mocsaryi;Euleama mocsaryi;No
Euleama seabrai luteola;Euleama seabrai luteola;No
Euleama seabrai mimetica;Euleama seabrai mimetica;No
Exaerete dentata;Exaerete dentata;No
Exaerete frontalis;Exaerete frontalis;No
Exaerete smaragdina;Exaerete smaragdina;No
Halictidae;-;No
HALICTIDAE HALICTINAE;-;No
Halictinae;-;No
Halictinae Halictini;-;No
Halictini;-;No
Halictus  gruenwalti;Halictus gruenwaldti;Yes
Halictus  tetrazonianellus;Halictus tetrazonianellus;Yes
Halictus (Seladonia) gavarnicus;Seladonia gavarnica;Yes
Halictus (Seladonia) kessleri;Seladonia kessleri;Yes
Halictus confusus alpinus;Seladonia confusa;Yes
Halictus confusus perkinsi;Seladonia confusa;Yes
Halictus cretellus;Seladonia cretella;Yes
Halictus grosselus;Halictus grossellus;Yes
Halictus gruenwalti;Halictus gruenwaldti;Yes
Halictus holomelanus;Halictus holomelaenus;Yes
Halictus leucaheneus arenosus;Seladonia leucahenea;Yes
Halictus morawitzi;Halictus morawitzi;No
Halictus nicosae;Halictus nicosiae;Yes
Halictus nigripes;Lasioglossum nigripes;Yes
Halictus phryganicus;Seladonia phryganica;Yes
Halictus pollinosus cariniventris;Seladonia pollinosa;Yes
Halictus pyranaeus;Halictus pyrenaeus;Yes
Halictus quadrinotatulum;Lasioglossum quadrinotatum;Yes
Halictus Scabiosae;Halictus scabiosae;Yes
Halictus theseus;Seladonia pollinosa;Yes
Halictus tumulorum tumulorum;Seladonia tumulorum;Yes
Heriades aff. hissarica;-;No
Hoplitis (Anthocopa);-;No
Hoplitis (Hoplitis) carinata;Hoplitis carinata;Yes
Hoplitis aff.illyrica;-;No
Hoplitis aff.lysholmi;-;No
Hoplitis bidentata;Osmia bidentata;Yes
Hoplitis illyrica/antalyae;-;No
Hoplitis nuda;Osmia nuda;Yes
Hoplosmia padri;Osmia padri;Yes
Hoplosmia picena;Osmia picena;Yes
Hylaeus homanni;Hylaeus hohmanni;Yes
Hylaeus laticeps;Hylaeus pallidicornis;Yes
Hylaeus lepidulus;Hylaeus paulus;Yes
Hylaeus orientalicus;Hylaeus orientalicus;No
Hylaeus punctulatissima;Hylaeus punctulatissimus;Yes
Hylaeus scutellata;Hylaeus scutellatus;Yes
HYMENOPTERA APOIDEA;-;No
Hypotrigona sp. 1;-;No
Hypotrigona sp. 2;-;No
Hypotrigona sp. 3;-;No
Lasioglossum (Evylaeus) punctatissimum;Lasioglossum punctatissimum;Yes
Lasioglossum anellus;Lasioglossum anellum;Yes
Lasioglossum carneiventre;Lasioglossum mandibulare;Yes
Lasioglossum cristula cristula;Lasioglossum cristula;Yes
Lasioglossum cupromicans tyrolensis;Lasioglossum cupromicans;Yes
Lasioglossum daphne;Lasioglossum daphne;No
Lasioglossum decolor;Lasioglossum decolor;No
Lasioglossum malachurum-group;-;No
Lasioglossum punctatissimus angustifrons;Lasioglossum punctatissimum;Yes
Lasioglossum punctissimum;Lasioglossum punctatissimum;Yes
Lasioglossum qudrinotatum;Lasioglossum quadrinotatum;Yes
Lasioglossum sublineare;Lasioglossum lineare;Yes
Lasioglossum xanthopum;Lasioglossum xanthopus;Yes
Lestrimelitta limao;Lestrimelitta limao;No
Liphanthus sabulosus;Liphanthus sabulosus;No
Lythurgus cornutus;Lithurgus cornutus;Yes
Macrocera graja;Tetralonia graja;Yes
Macrocera mediocris;Tetralonia pollinosa;Yes
Macrogalea candida;Macrogalea candida;No
Macropis frivaldskyi;Macropis frivaldszkyi;Yes
Megachile  fertoni;Megachile fertoni;Yes
Megachile  flabellipes;Megachile flabellipes;Yes
Megachile gothalauniensis;Megachile gothalauniensis;No
Megachile hohmani;Megachile hohmanni;Yes
Megachile lebebvrei;Megachile lefebvrei;Yes
Megachile pyreneae;Megachile pyrenaea;Yes
Megachile strymonia;Hoplitis strymonia;Yes
Megachile strymonie;Hoplitis strymonia;Yes
Megachilidae;-;No
MEGACHILIDAE MEGACHILINAE;-;No
Megachilinae;-;No
Megachilinae Anthidiini;-;No
Megachilinae Megachilini;-;No
Melecta curvipsina;Melecta curvispina;Yes
Melecta punctata;Melecta albifrons;Yes
Melipona beecheii;Melipona beecheii;No
Melipona compressipes;Melipona compressipes;No
Melipona interrupta;Melipona interrupta;No
Melipona phenax;Melipona phenax;No
Melipona quadrifasciata;Melipona quadrifasciata;No
Melipona sp. 1;-;No
Melipona sp. 2;-;No
Melipona sp. 3;-;No
Meliponula bocandei;Meliponula bocandei;No
Meliponula cfr. ogouensis;-;No
Meliponula ferruginea;Meliponula ferruginea;No
Meliponula lendliana;Meliponula lendliana;No
Melissodes bimaculatus;Melissodes bimaculatus;No
Melittidae;-;No
Mesonychium sp.;-;No
NA;-;No
Nomada amabilis  ??;-;No
Nomada baccata hrubanti;Nomada baccata;Yes
Nomada bifasciata (lepeletieri);Nomada bifasciata;Yes
Nomada bifasciata (pusilla lepeletieri);Nomada bifasciata;Yes
Nomada bifasciata (pusilla);Nomada bifasciata;Yes
Nomada bifasciatabifasciata;Nomada bifasciata;Yes
Nomada conjungens cf.;-;No
Nomada connectens ?;-;No
Nomada discedens ?;-;No
Nomada duplex (cirtana);Nomada duplex;Yes
Nomada duplex (cirtina);Nomada duplex;Yes
Nomada fenestrata (faventiana vicarioi);Nomada fenestrata;Yes
Nomada flava / panzeri;-;No
Nomada flava /panzeri;-;No
Nomada flavilabris cf;-;No
Nomada flavoguttata ?;-;No
Nomada flavoguttata aff;-;No
Nomada flavoguttata aff.;-;No
Nomada flavoguttataflavoguttata;Nomada flavoguttata;Yes
Nomada fulvicornis (lineola);Nomada fulvicornis;Yes
Nomada fulvicornis (schmiedeknechti);Nomada fulvicornis;Yes
Nomada fulvicornis melanocera;Nomada fulvicornis;Yes
Nomada fulvicornis meridionalis;Nomada fulvicornis;Yes
Nomada fulvicornis pintosi;Nomada fulvicornis;Yes
Nomada furva cf.;-;No
Nomada furva-group;-;No
Nomada glaucopis  aff.;-;No
Nomada glaucopis (nigra);Nomada glaucopis;Yes
Nomada glaucopis (pusilla);Nomada glaucopis;Yes
Nomada glaucopis [corfouiana];Nomada glaucopis;Yes
Nomada glaucopis [taorminitana];Nomada glaucopis;Yes
Nomada goodeniana (alternata);Nomada goodeniana;Yes
Nomada goodeniana (alternatus);Nomada goodeniana;Yes
Nomada goodeniana -rufula;Nomada goodeniana;Yes
Nomada guadarramarica (n.sp.) = ?;Nomada guadarramarica;No
Nomada hammarstroemi;Nomada hammarstroemi;No
Nomada insignipes leucosticta;Nomada insignipes;Yes
Nomada keroanensis;Nomada keroanensis;No
Nomada Kohli;Nomada kohli;Yes
Nomada kriesteni (longipalpis);Nomada kriesteni;Yes
Nomada kruperi  ?;-;No
Nomada lathburiana aff.;-;No
Nomada leucophthalma cf.;-;No
Nomada leudophthalma;Nomada leucophthalma;Yes
Nomada longicornis ?;-;No
Nomada marshamella dubia;-;No
Nomada mauritanica (chrysopyga);Nomada mauritanica;Yes
Nomada mauritanica chrysopyga (chrysopyga);Nomada mauritanica;Yes
Nomada mauritanica chrysopyga (mauritanica);Nomada mauritanica;Yes
Nomada mauritanica mauritanica;Nomada mauritanica;Yes
Nomada meridionalis;Nomada fulvicornis;Yes
Nomada minuscula aff.;-;No
Nomada montana;Nomada roberjeotiana;Yes
Nomada morawitzi;Nomada moravitzii;Yes
Nomada Morphosp 24;-;No
Nomada Morphosp 28;-;No
Nomada Morphosp 30;-;No
Nomada Morphosp 37;-;No
Nomada Morphosp 40;-;No
Nomada Nomada flavoguttata;Nomada flavoguttata;Yes
Nomada Nomada goodeniana;Nomada goodeniana;Yes
Nomada Nomada panzeri;Nomada panzeri;Yes
Nomada numida (mauritanica manni);Nomada numida;Yes
Nomada numida (mauritanica) manni;Nomada numida;Yes
Nomada numida manni (mauritanica manni);Nomada numida;Yes
Nomada numida manni (mauritanica);Nomada numida;Yes
Nomada numida numida (numida manni ?);Nomada numida;Yes
Nomada ortegai ?;-;No
Nomada panurgina (julliani);Nomada panurgina;Yes
Nomada panzeri - hybrida;-;No
Nomada panzeri (glabella);Nomada panzeri;Yes
Nomada panzeri ?;-;No
Nomada pseudofasciatus  ??;-;No
Nomada rhynchota (n.sp.) = ?;Nomada rhynchota;No
Nomada roberjeotiana (montana);Nomada roberjeotiana;Yes
Nomada roberjeotiana (tormentillae);Nomada roberjeotiana;Yes
Nomada roberjeotiana, tormentillae;Nomada roberjeotiana;Yes
Nomada siciliensis;Nomada siciliensis;No
Nomada simulata (n.sp.);Nomada simulata;No
Nomada spec.;-;No
Nomada stoeckerti;Nomada stoeckherti;Yes
Nomada striata (ochrostoma);Nomada striata;Yes
Nomada tauri;Nomada tauri;No
Nomada yermasoyinae;Nomada yermasoyiae;Yes
Nomada zonata ?;-;No
Nomada ZZ ???;-;No
Nomia diversipes;Nomiapis diversipes;Yes
Nomia femoralis;Nomiapis femoralis;Yes
Nomia monstrosa;Nomiapis monstrosa;Yes
Nomia sp.;-;No
Nomia unidentata;Nomiapis bispinosa;Yes
Notanthidium rudolphi;Notanthidium rudolphi;No
Osmia (Helicosmia) aurulenta;Osmia aurulenta;Yes
Osmia (Helicosmia) caerulescens;Osmia caerulescens;Yes
Osmia (Helicosmia) leaiana;Osmia leaiana;Yes
Osmia (Helicosmia) melanogaster;Osmia melanogaster;Yes
Osmia adunca;Hoplitis adunca;Yes
Osmia anthocopoides;Hoplitis anthocopoides;Yes
Osmia crenulata;Hoplitis annulata;Yes
Osmia gallarum/hellados;-;No
Osmia medanae;Osmia dives;Yes
Osmia niveocincta/dives;-;No
Osmia ravouxi;Hoplitis ravouxi;Yes
Osmia sieversi;Osmia niveata;Yes
Osmia spinigerae;Osmia spinigera;Yes
Osmia thoracica;Osmia thoracica;No
Osmiini;-;No
Oxaea cfr. flavescens;-;No
Oxytrigona tataira ;Oxytrigona tataira ;No
Panuginus  montanus;Panurginus montanus;Yes
Panuginus  romani;Panurginus romani;Yes
Panuginus  schwarzi;Panurginus schwarzi;Yes
Panuginus  seriaticus;Panurginus sericatus;Yes
Panurgus brullei bytinski;Panurginus brullei;Yes
Paranthidium sp.;-;No
Plebeina armata;Plebeina armata;No
Plebeja frontalis;Plebeia frontalis;No
Prosopis bisinuata;Hylaeus leptocephalus;Yes
Prosopis brevicornis;Hylaeus brevicornis;Yes
Prosopis punctulatissima;Hylaeus punctulatissimus;Yes
Prosopis signata;Hylaeus signatus;Yes
Protosmia (Protosmia);-;No
Protosmia sp.;-;No
Pseudapis equestris;Nomiapis equestris;Yes
Pseudapis sp.;-;No
Pseudoanthidium;-;No
Pseudoanthidium mocsaryi;Pseudoanthidium reticulatum;Yes
Ptilotrigona lurida;Ptilotrigona lurida;No
Redivivoides simulans;Redivivoides simulans;No
Rophites clypealis stepposus;Rophites clypealis;Yes
Rophites epiroticus nebrodensis;Rhophitoides epiroticus;Yes
Rophites hartmani;Rophites hartmanni;Yes
Rophites quinqespinosus;Rophites quinquespinosus;Yes
Rophitoides epiroticus;Rhophitoides epiroticus;Yes
Ruizantheda mutabilis;Ruizantheda mutabilis;No
Saropoda fulva;Epeoloides coecutiens;Yes
Seladonia cypricus;Seladonia cyprica;Yes
Seladonia smaragdula complex;-;No
Sphecodes  dusmeti;Sphecodes dusmeti;Yes
Sphecodes  hirtellus;Sphecodes hirtellus;Yes
Sphecodes  marginatus;Sphecodes marginatus;Yes
Sphecodes  miniatus;Sphecodes miniatus;Yes
Sphecodes  pinguiculus;Sphecodes pinguiculus;Yes
Sphecodes  pseudofasciatus;Sphecodes pseudofasciatus;Yes
Sphecodes  zangherii;Sphecodes zangherii;Yes
Sphecodes marginatus/miniatus;-;No
Sphecodesnomioidis;Sphecodes nomioidis;Yes
Sphecodesolivieri ;Sphecodes olivieri;Yes
Sphecodespellucidus ;Sphecodes pellucidus;Yes
Sphecodespinguiculus ;Sphecodes pinguiculus;Yes
Sphecodespseudofasciatus ;Sphecodes pseudofasciatus;Yes
Sphecodespuncticeps ;Sphecodes puncticeps;Yes
Sphecodesreticulatus ;Sphecodes reticulatus;Yes
Sphecodesrubicundus;Sphecodes rubicundus;Yes
Sphecodesrufiventris ;Sphecodes rufiventris;Yes
Sphecodesscabricollis ;Sphecodes scabricollis;Yes
Sphecodesschenckii ;Sphecodes schenckii;Yes
Sphecodesspinulosus ;Sphecodes spinulosus;Yes
Stelidomorpha nasuta;Stelis nasuta;Yes
Stenoheriades  asiaticus;Stenoheriades asiatica;No
Synhalonia pollinaris;Eucera pollinaris;Yes
Systropha sp.;-;No
Tetragonisca angustula;Tetragonisca angustula;No
Tetragonula carbonaria;Tetragonula carbonaria;No
Tetralonia ruficollis;Eucera ruficollis;Yes
Tetraloniella mitsukurii;Tetralonia mitsukurii;No
Thyreus decorus;Thyreus decorus;No
Trachusa  pubescens;Trachusa pubescens;Yes
Trachusa circumcincta;Megachile circumcincta;Yes
